temperature,humidity,label
60,30,1
60,80,1
10,80,1
28.24,40.91,0
10,30,1
29.59,44.04,0
10,30,1
30.09,41.94,0
60,80,1
10,80,1
28.52,44.59,0
60,30,1
29.09,43.54,0
29.8,40.04,0
60,80,1
10,80,1
60,80,1
29.93,41.19,0
30.29,44.18,0
60,80,1
10,80,1
60,80,1
60,80,1
28.22,42.55,0
29.99,43.38,0
60,80,1
10,30,1
29.3,42.31,0
28.33,41.28,0
28.83,40.1,0
30.91,41.72,0
28.78,42.83,0
28.05,40.33,0
10,80,1
10,30,1
29.67,42.26,0
28.16,41.59,0
29.71,44.83,0
10,30,1
29.3,44.59,0
29.05,44.97,0
60,80,1
30.14,43.18,0
10,80,1
60,80,1
29.79,44.74,0
10,80,1
30.93,43.26,0
60,30,1
30.84,43.15,0
30.06,40.19,0
29.95,44.06,0
28.54,43.5,0
28.5,42.36,0
60,80,1
10,80,1
29.6,41.45,0
10,80,1
10,30,1
60,80,1
30.5,40.6,0
60,30,1
10,80,1
28.01,42.26,0
60,80,1
29.28,41.61,0
30.08,41.13,0
10,80,1
28.71,41.08,0
30.25,40.09,0
28.72,40.69,0
29.04,44.92,0
28.25,43.39,0
10,30,1
30.19,41.08,0
10,80,1
10,80,1
60,80,1
60,80,1
30.33,44.63,0
60,30,1
30.49,42.84,0
60,80,1
10,80,1
28.53,42.82,0
10,30,1
60,30,1
10,30,1
10,30,1
60,30,1
29.53,43.18,0
30.27,40.8,0
60,30,1
29.87,43.25,0
30.2,43.59,0
29.61,42.49,0
28.98,40.62,0
60,80,1
60,80,1
28.83,42.27,0
10,80,1
60,80,1
28.31,43.93,0
10,80,1
29.19,40.08,0
30.62,41.23,0
10,80,1
60,30,1
60,30,1
28.66,44.5,0
29.29,43.45,0
30.7,44.73,0
28.67,41.65,0
30.68,42.6,0
29.62,44.55,0
30.99,42.37,0
10,30,1
60,30,1
10,30,1
10,80,1
28.37,42.58,0
10,30,1
60,30,1
10,80,1
30.76,42.28,0
10,80,1
10,30,1
60,80,1
10,80,1
10,80,1
60,80,1
29.93,42.98,0
30.7,43.94,0
30.64,40.52,0
60,30,1
60,30,1
30.84,43.12,0
30.08,42.51,0
29.79,40.53,0
30.9,40.72,0
60,30,1
60,30,1
30.78,44.18,0
28.6,41.26,0
10,80,1
60,30,1
10,30,1
30.25,44.27,0
60,30,1
60,30,1
30.87,41.1,0
10,80,1
28.95,40.75,0
10,80,1
29.61,43.07,0
30.55,41.7,0
28.4,41.73,0
28.34,40.11,0
60,80,1
10,80,1
10,80,1
10,30,1
29.37,42.66,0
30.43,42.52,0
28.06,40.48,0
60,80,1
29.19,42.26,0
10,80,1
28.13,40.77,0
60,30,1
28.12,40.88,0
10,30,1
10,30,1
28.03,44.82,0
10,80,1
60,30,1
30.34,42.03,0
29.37,40.51,0
28.66,43.21,0
60,80,1
60,30,1
10,30,1
29.21,42.07,0
10,30,1
29.92,43.99,0
29.27,40.49,0
10,30,1
10,30,1
29.63,43.23,0
10,30,1
29.37,40.84,0
60,30,1
29.17,44.08,0
10,30,1
29.67,40.68,0
60,30,1
28.6,40.64,0
29.61,43.94,0
30.97,43.1,0
28.16,42.51,0
28.89,41.57,0
28.2,40.31,0
30.27,43.8,0
60,30,1
28.81,41.26,0
10,80,1
30.6,40.93,0
10,30,1
28.29,43.18,0
10,30,1
10,80,1
28.13,41.86,0
60,30,1
10,30,1
10,30,1
30.09,42.53,0
30.89,44.86,0
29.47,41.84,0
60,80,1
30.1,40.35,0
60,30,1
10,80,1
30.5,41.44,0
28.98,43.44,0
29.77,40.74,0
29.52,43.26,0
60,30,1
28.64,41.34,0
28.53,42.45,0
10,30,1
10,80,1
60,30,1
30.38,40.49,0
29.59,40.89,0
10,80,1
30.16,44.64,0
10,30,1
10,30,1
30.72,41.51,0
60,30,1
29.08,44.87,0
10,30,1
60,30,1
10,30,1
30.44,40.52,0
60,80,1
29.11,42.32,0
60,80,1
29.75,44.47,0
28.56,44.93,0
29.63,43.57,0
10,80,1
10,30,1
10,30,1
30.06,40.44,0
28.14,44.21,0
60,30,1
28.11,41.03,0
28.79,40.37,0
30.54,44.11,0
30.18,40.53,0
29.98,43.59,0
60,80,1
29.63,40.37,0
30.74,43.06,0
60,80,1
10,30,1
29.86,44.02,0
60,80,1
28.88,41.96,0
28.4,41.09,0
60,80,1
30.85,40.24,0
10,30,1
60,80,1
10,30,1
60,30,1
60,30,1
10,30,1
28.9,41.95,0
30.66,43.47,0
29.16,43.11,0
31.0,42.29,0
28.38,40.0,0
60,80,1
10,30,1
60,80,1
30.69,42.64,0
60,80,1
60,30,1
30.57,40.31,0
30.52,44.69,0
60,30,1
10,30,1
10,30,1
60,30,1
60,80,1
60,80,1
60,30,1
28.48,43.57,0
30.69,43.88,0
60,30,1
30.61,42.84,0
60,80,1
60,30,1
30.73,40.24,0
10,80,1
29.38,44.59,0
10,30,1
10,30,1
29.84,44.4,0
60,80,1
28.36,44.31,0
10,30,1
29.16,42.16,0
10,30,1
30.94,41.01,0
10,30,1
10,80,1
30.94,42.44,0
60,80,1
60,30,1
60,30,1
10,80,1
28.4,42.98,0
30.58,40.3,0
10,80,1
60,80,1
10,30,1
10,80,1
30.6,40.19,0
60,30,1
60,80,1
10,80,1
28.54,40.53,0
30.7,41.07,0
10,80,1
28.93,42.39,0
60,30,1
28.5,44.53,0
60,80,1
30.39,41.74,0
10,30,1
60,80,1
28.1,44.45,0
60,80,1
28.34,44.36,0
60,80,1
10,30,1
10,30,1
60,80,1
29.3,41.95,0
60,30,1
30.17,42.99,0
10,80,1
28.49,43.73,0
30.87,42.0,0
30.76,42.53,0
30.96,44.12,0
10,80,1
10,80,1
60,80,1
60,80,1
29.2,43.42,0
10,30,1
28.82,44.82,0
60,80,1
60,30,1
28.93,41.79,0
60,30,1
10,80,1
60,30,1
60,80,1
10,80,1
29.96,43.49,0
10,80,1
10,80,1
30.83,41.26,0
10,80,1
30.57,42.77,0
60,80,1
28.77,43.78,0
30.92,40.96,0
29.0,42.27,0
30.68,43.13,0
28.41,41.26,0
28.55,40.32,0
60,80,1
28.28,44.11,0
60,30,1
30.72,43.12,0
10,30,1
28.69,43.5,0
10,30,1
60,80,1
60,30,1
28.93,44.16,0
28.51,40.69,0
10,80,1
60,80,1
10,80,1
30.79,40.53,0
29.26,41.56,0
29.34,42.72,0
10,30,1
29.23,44.3,0
30.81,42.41,0
28.1,44.93,0
60,80,1
60,80,1
29.72,43.3,0
30.02,43.24,0
10,30,1
60,30,1
28.7,44.88,0
28.68,43.04,0
10,30,1
28.84,44.55,0
10,80,1
10,80,1
30.06,43.33,0
29.89,41.04,0
28.23,44.88,0
30.56,40.63,0
10,80,1
28.3,41.68,0
31.0,41.37,0
60,80,1
10,30,1
28.23,42.92,0
28.25,42.66,0
60,30,1
60,30,1
28.59,42.05,0
10,80,1
60,30,1
29.79,43.55,0
10,80,1
60,80,1
60,80,1
10,80,1
10,30,1
29.05,40.56,0
60,30,1
30.74,44.32,0
28.12,42.99,0
10,30,1
10,30,1
30.91,42.22,0
10,30,1
60,80,1
60,80,1
28.24,40.18,0
10,80,1
29.68,44.26,0
60,80,1
10,80,1
10,30,1
29.14,43.29,0
28.71,44.96,0
60,30,1
60,30,1
29.42,42.38,0
10,80,1
28.13,43.76,0
10,30,1
29.07,42.93,0
60,30,1
28.19,41.52,0
28.21,41.42,0
60,30,1
28.61,43.65,0
28.22,42.6,0
60,30,1
30.09,43.93,0
10,30,1
30.85,41.38,0
28.45,40.73,0
60,30,1
28.54,44.9,0
10,80,1
60,80,1
30.45,40.98,0
29.9,40.6,0
28.94,43.6,0
60,80,1
30.85,43.56,0
30.78,42.74,0
28.73,42.27,0
29.89,43.57,0
60,30,1
30.89,42.79,0
10,30,1
29.79,40.09,0
10,80,1
60,30,1
10,30,1
30.64,43.91,0
28.89,44.64,0
60,30,1
28.37,42.65,0
10,80,1
28.47,44.88,0
10,80,1
30.96,42.61,0
10,30,1
10,30,1
30.7,41.73,0
28.25,44.89,0
29.47,40.9,0
28.84,44.74,0
30.88,44.38,0
28.26,40.81,0
29.33,40.3,0
10,80,1
28.52,41.31,0
10,30,1
10,80,1
29.1,41.92,0
29.9,45.0,0
30.73,41.12,0
28.64,41.62,0
10,80,1
60,30,1
10,30,1
60,30,1
28.64,42.16,0
10,80,1
10,80,1
10,80,1
29.85,41.22,0
28.17,42.03,0
28.29,44.42,0
28.11,44.81,0
28.26,40.3,0
30.31,44.85,0
30.12,42.28,0
28.14,40.88,0
10,80,1
60,30,1
10,80,1
29.47,44.58,0
10,80,1
29.22,40.1,0
28.3,41.33,0
10,80,1
28.07,40.68,0
29.84,41.65,0
28.76,42.27,0
30.47,41.34,0
28.2,43.01,0
28.51,44.18,0
29.68,42.58,0
60,30,1
30.3,42.77,0
29.69,43.34,0
10,80,1
30.41,44.09,0
28.63,40.59,0
60,30,1
29.14,40.85,0
30.69,40.79,0
10,80,1
29.28,40.0,0
10,30,1
28.49,44.48,0
10,30,1
29.98,44.46,0
60,30,1
10,30,1
10,80,1
28.29,42.0,0
28.58,40.82,0
60,80,1
60,30,1
10,30,1
29.26,43.47,0
60,80,1
28.03,43.74,0
60,80,1
10,30,1
10,30,1
30.79,44.16,0
60,30,1
29.58,43.04,0
28.41,42.26,0
28.66,42.08,0
60,80,1
10,80,1
60,80,1
29.89,44.15,0
10,30,1
30.12,44.71,0
30.65,43.45,0
10,80,1
60,80,1
10,80,1
30.9,44.64,0
10,80,1
10,30,1
10,30,1
10,30,1
29.76,43.31,0
30.75,40.5,0
60,30,1
60,80,1
30.05,44.41,0
10,30,1
30.67,41.28,0
29.74,40.7,0
29.63,40.5,0
10,30,1
30.43,41.54,0
10,80,1
10,30,1
28.31,40.74,0
29.87,44.92,0
10,80,1
28.32,41.76,0
30.24,42.15,0
10,30,1
29.15,43.42,0
28.46,44.7,0
10,30,1
60,80,1
30.54,42.54,0
60,30,1
60,80,1
28.56,43.29,0
28.02,44.07,0
30.53,40.17,0
29.7,41.98,0
60,30,1
10,80,1
60,80,1
10,30,1
30.56,41.83,0
10,80,1
10,80,1
28.85,40.89,0
29.26,40.24,0
30.14,42.98,0
60,30,1
10,30,1
29.31,40.74,0
30.29,41.83,0
60,80,1
30.26,40.94,0
60,30,1
10,30,1
60,80,1
28.48,43.48,0
60,80,1
28.8,44.5,0
10,80,1
10,80,1
60,30,1
30.91,40.76,0
60,80,1
28.83,43.9,0
60,30,1
10,80,1
29.12,41.81,0
60,80,1
28.99,43.1,0
28.86,42.21,0
10,80,1
10,30,1
28.46,44.14,0
29.51,44.34,0
30.45,40.05,0
30.28,40.16,0
60,80,1
30.94,43.89,0
10,80,1
10,30,1
10,80,1
10,80,1
29.93,42.69,0
10,30,1
60,80,1
60,80,1
30.15,42.96,0
29.73,40.12,0
29.8,44.71,0
30.14,41.51,0
10,80,1
29.72,43.55,0
29.9,42.05,0
60,30,1
30.84,41.53,0
10,80,1
29.02,40.77,0
30.11,42.87,0
30.34,44.04,0
60,80,1
60,30,1
10,30,1
10,30,1
10,80,1
30.51,44.8,0
10,30,1
30.88,43.14,0
29.09,43.62,0
10,80,1
31.0,44.85,0
10,80,1
60,30,1
28.86,43.81,0
10,30,1
29.38,44.64,0
28.12,41.87,0
10,30,1
30.82,43.7,0
60,80,1
10,30,1
10,30,1
28.62,41.11,0
60,80,1
60,80,1
30.61,44.51,0
29.8,44.31,0
60,80,1
10,30,1
28.42,40.52,0
28.17,44.79,0
29.45,43.85,0
60,30,1
60,80,1
60,30,1
60,30,1
60,30,1
30.24,41.03,0
29.71,41.59,0
30.09,42.13,0
60,30,1
28.28,40.28,0
10,30,1
29.62,44.98,0
28.98,43.93,0
60,30,1
10,80,1
10,30,1
28.27,40.89,0
29.12,42.07,0
28.28,42.84,0
29.85,41.53,0
30.68,43.16,0
30.17,44.15,0
30.94,41.75,0
30.54,41.97,0
28.09,40.92,0
28.16,40.73,0
30.11,40.63,0
60,30,1
60,30,1
28.9,44.37,0
28.69,41.13,0
28.3,43.06,0
10,30,1
10,30,1
60,30,1
60,80,1
29.2,42.61,0
30.35,43.91,0
29.09,44.15,0
10,30,1
10,80,1
60,80,1
10,80,1
60,30,1
10,80,1
29.32,41.7,0
60,80,1
60,80,1
10,80,1
30.74,42.06,0
30.66,42.54,0
10,80,1
30.0,42.71,0
29.28,43.29,0
10,30,1
60,80,1
30.26,41.69,0
10,80,1
60,30,1
30.92,42.3,0
60,30,1
10,30,1
60,80,1
29.98,41.4,0
10,30,1
28.63,42.5,0
60,30,1
10,80,1
29.57,41.41,0
28.08,43.42,0
10,30,1
29.2,44.4,0
60,80,1
10,80,1
10,80,1
30.73,43.41,0
10,30,1
28.38,42.83,0
10,30,1
28.45,44.92,0
28.57,42.38,0
60,30,1
10,80,1
10,80,1
30.85,41.73,0
29.05,41.56,0
28.48,43.38,0
60,80,1
60,30,1
28.45,43.89,0
10,30,1
30.3,42.68,0
10,80,1
29.64,43.95,0
10,80,1
30.41,40.97,0
10,30,1
10,30,1
30.35,42.88,0
28.38,42.28,0
10,80,1
10,80,1
10,30,1
30.25,43.35,0
30.49,44.75,0
60,30,1
60,80,1
10,30,1
28.96,41.4,0
10,30,1
29.91,40.99,0
60,30,1
60,30,1
30.03,40.73,0
60,80,1
30.85,43.36,0
29.01,41.75,0
29.15,40.36,0
60,80,1
10,80,1
29.65,44.73,0
60,80,1
10,30,1
60,30,1
30.64,44.61,0
10,80,1
28.38,41.28,0
30.75,40.75,0
10,30,1
60,80,1
28.86,41.64,0
28.93,42.75,0
60,80,1
60,80,1
30.74,40.23,0
10,30,1
60,80,1
10,30,1
60,80,1
29.73,43.34,0
10,30,1
10,80,1
60,30,1
30.22,40.81,0
30.2,41.79,0
60,30,1
28.26,40.67,0
28.05,40.35,0
10,30,1
60,30,1
60,30,1
28.35,44.17,0
60,30,1
29.04,44.62,0
60,30,1
10,30,1
60,30,1
29.48,40.46,0
60,80,1
28.25,44.22,0
30.86,41.58,0
10,30,1
29.06,41.4,0
60,80,1
28.76,43.49,0
29.08,41.52,0
28.49,41.76,0
60,30,1
10,80,1
28.22,40.3,0
29.81,42.15,0
10,30,1
28.74,44.19,0
28.98,42.97,0
30.11,40.5,0
30.72,42.08,0
29.29,44.28,0
60,80,1
60,80,1
30.39,44.86,0
60,80,1
29.68,43.93,0
30.19,40.94,0
10,80,1
10,30,1
60,30,1
28.61,44.81,0
29.1,42.12,0
28.78,41.14,0
60,80,1
60,80,1
30.06,42.85,0
60,30,1
60,80,1
10,80,1
10,80,1
10,30,1
10,30,1
10,80,1
29.47,40.91,0
60,30,1
30.58,43.0,0
30.82,42.75,0
10,80,1
10,80,1
60,80,1
28.52,41.74,0
60,80,1
28.96,41.41,0
60,80,1
30.04,41.38,0
28.81,41.1,0
60,80,1
30.99,40.43,0
10,30,1
30.83,41.46,0
60,30,1
28.88,44.85,0
10,80,1
10,30,1
10,30,1
30.62,43.64,0
28.97,41.15,0
28.59,41.82,0
60,80,1
28.6,41.93,0
29.4,40.57,0
28.32,42.57,0
29.15,41.91,0
60,30,1
10,30,1
29.72,40.06,0
30.8,42.1,0
29.15,42.43,0
60,80,1
10,30,1
10,80,1
10,30,1
30.46,40.69,0
60,80,1
60,80,1
30.24,40.56,0
29.14,42.29,0
29.42,41.42,0
60,30,1
10,80,1
10,30,1
28.79,42.62,0
30.0,43.53,0
28.21,41.28,0
60,30,1
30.83,44.53,0
28.47,43.15,0
60,30,1
10,30,1
28.89,41.22,0
10,30,1
29.77,42.14,0
28.07,44.26,0
30.53,43.6,0
30.4,42.03,0
10,30,1
10,30,1
10,80,1
30.87,41.36,0
30.82,42.97,0
29.09,43.78,0
30.55,40.75,0
28.74,44.24,0
29.34,44.67,0
29.64,43.07,0
10,80,1
10,30,1
60,30,1
29.74,43.9,0
60,80,1
60,80,1
60,80,1
29.09,44.41,0
29.07,40.57,0
29.97,42.83,0
29.18,41.44,0
10,30,1
30.48,42.89,0
29.14,43.46,0
29.85,42.44,0
30.14,44.35,0
60,80,1
28.3,42.16,0
10,30,1
29.11,43.96,0
10,30,1
10,80,1
29.96,43.7,0
60,30,1
29.44,44.4,0
10,30,1
10,30,1
30.39,40.57,0
29.13,41.84,0
60,30,1
28.77,43.77,0
10,80,1
60,80,1
30.92,44.97,0
60,80,1
29.97,44.02,0
60,80,1
60,30,1
30.6,42.5,0
60,80,1
10,30,1
29.89,44.32,0
30.52,43.21,0
29.58,40.76,0
60,80,1
30.29,40.26,0
30.76,42.26,0
10,30,1
28.63,42.54,0
10,80,1
28.28,41.17,0
60,80,1
60,30,1
60,80,1
60,80,1
10,80,1
60,30,1
30.11,43.99,0
29.52,42.13,0
60,30,1
60,30,1
30.8,44.83,0
28.94,41.09,0
60,30,1
30.68,42.02,0
30.06,42.45,0
28.41,40.94,0
60,80,1
10,80,1
29.49,41.71,0
10,80,1
29.17,40.29,0
30.29,41.19,0
10,30,1
29.29,41.51,0
28.67,43.49,0
60,30,1
28.96,40.09,0
60,30,1
28.67,40.7,0
28.58,40.09,0
30.58,44.81,0
30.63,43.9,0
10,80,1
29.63,42.82,0
30.59,40.15,0
28.08,40.91,0
29.75,44.92,0
30.9,40.55,0
29.34,44.72,0
29.94,41.27,0
10,30,1
10,80,1
10,30,1
10,80,1
10,30,1
10,30,1
10,30,1
29.1,40.73,0
60,80,1
10,30,1
28.6,41.52,0
30.15,41.93,0
60,30,1
60,30,1
60,30,1
10,80,1
60,30,1
60,80,1
60,80,1
30.16,40.34,0
60,80,1
60,30,1
10,30,1
60,80,1
28.21,42.14,0
30.37,43.22,0
29.25,41.68,0
10,30,1
60,80,1
10,30,1
30.84,41.7,0
28.35,41.88,0
10,80,1
10,80,1
30.74,43.65,0
29.83,41.16,0
10,30,1
60,30,1
30.53,43.44,0
60,30,1
29.85,43.65,0
28.43,40.36,0
30.78,42.0,0
10,80,1
10,80,1
60,30,1
10,80,1
60,30,1
60,80,1
30.53,41.08,0
30.96,43.4,0
29.1,40.93,0
30.2,43.01,0
60,80,1
29.47,42.99,0
10,30,1
29.08,44.23,0
10,30,1
28.98,41.84,0
29.76,44.25,0
28.61,43.91,0
28.22,42.73,0
10,30,1
29.13,43.97,0
10,80,1
29.54,43.5,0
29.84,43.81,0
28.27,44.03,0
60,30,1
30.31,42.94,0
28.62,40.21,0
10,80,1
60,80,1
28.4,41.35,0
29.86,42.51,0
29.28,44.92,0
60,30,1
10,30,1
29.18,40.98,0
28.56,42.43,0
60,30,1
10,80,1
29.8,41.66,0
30.59,40.87,0
60,30,1
10,80,1
60,80,1
60,80,1
10,80,1
28.06,41.86,0
10,30,1
30.5,43.29,0
30.25,42.37,0
30.87,42.69,0
60,80,1
28.16,42.86,0
10,30,1
29.48,43.7,0
10,30,1
29.52,40.41,0
29.9,41.9,0
30.99,42.92,0
29.79,42.64,0
30.63,41.93,0
60,80,1
10,80,1
30.57,43.34,0
30.83,44.85,0
10,80,1
60,30,1
29.87,43.77,0
10,80,1
29.63,41.47,0
60,30,1
30.93,44.24,0
30.7,43.45,0
60,80,1
28.54,44.58,0
28.33,40.21,0
10,80,1
10,80,1
10,30,1
60,80,1
30.18,42.45,0
10,30,1
28.92,44.0,0
10,80,1
28.65,41.42,0
30.22,44.83,0
28.61,40.14,0
10,30,1
10,80,1
60,30,1
10,30,1
10,80,1
29.25,43.72,0
29.94,44.01,0
10,80,1
28.92,40.78,0
60,30,1
60,30,1
10,80,1
10,80,1
60,80,1
60,30,1
29.46,40.16,0
29.6,41.97,0
10,80,1
29.78,40.57,0
10,80,1
30.79,42.05,0
29.62,44.82,0
60,30,1
29.41,43.87,0
30.56,43.29,0
60,80,1
28.8,40.24,0
10,30,1
30.7,44.95,0
28.35,40.76,0
10,80,1
28.46,42.11,0
28.46,42.22,0
30.45,40.82,0
30.64,43.84,0
60,80,1
29.45,44.83,0
60,80,1
29.34,44.96,0
60,80,1
60,80,1
60,30,1
60,80,1
29.66,40.55,0
28.07,44.79,0
60,30,1
28.28,40.99,0
28.61,40.67,0
29.65,42.93,0
10,80,1
29.36,44.18,0
28.97,42.71,0
30.44,44.05,0
29.45,40.13,0
28.13,40.14,0
60,30,1
29.0,44.62,0
10,80,1
60,30,1
60,30,1
28.79,41.66,0
28.7,44.05,0
10,80,1
28.27,44.77,0
28.67,40.25,0
60,30,1
10,30,1
10,30,1
60,80,1
60,30,1
60,30,1
10,80,1
29.34,42.86,0
28.49,43.03,0
30.11,40.12,0
10,80,1
60,30,1
60,80,1
60,80,1
60,30,1
60,80,1
60,30,1
60,80,1
10,80,1
29.85,40.64,0
60,30,1
29.22,43.47,0
10,80,1
60,30,1
60,30,1
10,80,1
30.67,41.54,0
28.74,43.02,0
28.21,43.26,0
30.4,41.74,0
10,80,1
29.62,43.75,0
28.48,40.19,0
28.5,41.85,0
10,80,1
28.16,43.89,0
60,80,1
29.69,42.61,0
29.47,40.5,0
10,30,1
28.51,42.1,0
29.35,41.86,0
60,30,1
60,80,1
60,30,1
30.69,40.79,0
28.1,44.9,0
30.4,40.81,0
60,80,1
10,80,1
60,80,1
30.13,40.69,0
60,30,1
10,80,1
10,30,1
30.18,41.26,0
60,30,1
30.41,42.83,0
28.19,40.72,0
60,80,1
28.46,42.66,0
29.79,42.51,0
10,30,1
29.61,44.1,0
29.7,40.18,0
29.21,43.12,0
28.99,42.31,0
28.28,41.16,0
30.98,41.41,0
10,30,1
28.57,43.07,0
29.7,43.39,0
10,80,1
30.22,43.96,0
28.34,42.25,0
29.31,44.58,0
10,80,1
10,30,1
30.91,40.88,0
60,30,1
60,80,1
10,80,1
10,30,1
28.98,42.02,0
29.1,40.04,0
30.83,40.39,0
10,80,1
10,80,1
30.81,42.81,0
30.85,41.11,0
10,30,1
30.63,40.04,0
30.97,41.93,0
60,80,1
30.26,42.67,0
10,30,1
60,80,1
30.37,44.03,0
10,80,1
10,80,1
29.2,41.07,0
10,80,1
30.78,43.92,0
10,30,1
10,30,1
60,80,1
60,30,1
28.12,42.5,0
29.02,43.6,0
60,80,1
60,80,1
28.12,43.97,0
10,80,1
30.04,44.96,0
60,30,1
30.42,44.23,0
30.12,44.82,0
29.71,43.67,0
10,30,1
28.67,44.7,0
29.76,43.67,0
10,30,1
60,80,1
28.89,40.41,0
10,80,1
29.11,41.88,0
30.04,40.72,0
29.12,43.25,0
10,80,1
28.87,40.68,0
60,30,1
60,30,1
29.55,44.34,0
10,30,1
10,30,1
60,80,1
28.67,42.07,0
29.36,44.53,0
10,80,1
10,30,1
30.65,41.4,0
60,30,1
10,80,1
28.9,42.27,0
10,80,1
30.96,42.17,0
10,80,1
28.49,44.54,0
28.29,41.81,0
10,30,1
60,80,1
10,80,1
30.45,40.73,0
30.43,41.61,0
28.93,40.3,0
10,80,1
10,30,1
30.84,41.96,0
29.16,43.64,0
60,30,1
30.56,40.33,0
60,30,1
10,30,1
60,80,1
30.39,41.21,0
10,80,1
10,30,1
60,80,1
60,80,1
60,80,1
28.6,43.36,0
28.35,40.17,0
29.64,42.27,0
29.55,41.95,0
29.52,42.78,0
28.6,43.26,0
10,30,1
28.17,40.6,0
29.76,40.55,0
10,80,1
29.86,42.19,0
60,30,1
30.62,43.98,0
60,30,1
10,80,1
28.61,42.19,0
30.05,44.41,0
28.79,42.12,0
30.78,44.4,0
10,80,1
60,80,1
60,80,1
28.29,44.65,0
28.32,41.43,0
28.36,42.16,0
29.39,42.74,0
30.54,40.71,0
28.9,44.04,0
60,80,1
29.6,40.33,0
60,30,1
10,30,1
10,80,1
10,80,1
29.74,42.32,0
10,30,1
60,80,1
30.63,43.14,0
29.15,44.34,0
10,30,1
10,30,1
29.08,40.29,0
28.77,44.63,0
60,30,1
30.28,40.51,0
60,30,1
60,30,1
29.06,44.76,0
60,80,1
60,30,1
60,30,1
10,30,1
30.19,43.13,0
10,30,1
29.41,43.17,0
30.08,42.79,0
60,80,1
29.85,41.28,0
28.65,43.56,0
60,30,1
60,80,1
28.09,40.16,0
10,80,1
10,30,1
10,80,1
28.67,40.38,0
28.12,41.32,0
60,30,1
10,30,1
29.82,41.28,0
10,30,1
60,80,1
29.29,44.03,0
28.35,40.05,0
10,30,1
10,30,1
60,30,1
10,80,1
10,80,1
30.51,41.39,0
60,30,1
28.91,44.89,0
10,30,1
28.27,40.84,0
28.85,42.21,0
60,80,1
60,30,1
10,80,1
60,30,1
29.6,42.48,0
10,30,1
30.52,42.89,0
10,30,1
10,80,1
60,80,1
29.45,40.3,0
30.25,41.28,0
60,80,1
29.24,43.96,0
10,80,1
29.96,44.53,0
10,30,1
28.82,43.38,0
29.03,43.49,0
60,30,1
60,80,1
30.07,40.62,0
10,80,1
60,80,1
10,30,1
28.8,40.18,0
60,30,1
29.86,44.36,0
60,30,1
28.58,40.23,0
60,30,1
60,30,1
29.03,44.94,0
10,30,1
30.06,44.6,0
10,80,1
10,80,1
30.11,40.39,0
10,30,1
10,80,1
28.97,43.03,0
29.13,41.38,0
28.3,43.83,0
10,30,1
60,80,1
60,80,1
30.39,42.5,0
29.21,43.54,0
10,30,1
28.91,40.94,0
60,80,1
10,80,1
30.82,41.28,0
30.93,44.27,0
10,30,1
29.26,42.26,0
60,30,1
28.38,44.31,0
60,80,1
29.01,44.55,0
60,30,1
10,80,1
60,30,1
28.56,41.02,0
10,80,1
29.99,43.47,0
60,30,1
29.06,44.56,0
30.04,43.35,0
30.97,40.12,0
29.75,43.31,0
28.88,41.31,0
60,80,1
28.46,44.45,0
28.79,43.77,0
29.89,43.73,0
28.88,43.19,0
10,80,1
60,80,1
28.49,43.08,0
28.97,44.99,0
28.67,42.1,0
29.98,40.78,0
30.13,40.89,0
28.28,40.71,0
60,80,1
29.4,42.98,0
10,80,1
30.64,44.16,0
30.71,43.12,0
60,80,1
29.6,41.02,0
60,80,1
10,30,1
30.72,40.91,0
29.11,43.06,0
10,30,1
30.27,43.57,0
60,80,1
30.27,44.64,0
28.27,43.89,0
60,30,1
29.04,40.52,0
60,30,1
28.35,43.42,0
60,80,1
29.96,42.85,0
60,80,1
10,30,1
28.66,40.78,0
29.39,40.31,0
10,30,1
30.0,43.72,0
60,80,1
10,80,1
30.33,41.45,0
30.38,41.96,0
29.61,43.27,0
60,80,1
60,30,1
30.16,42.76,0
29.44,43.27,0
60,30,1
28.04,42.71,0
60,80,1
60,80,1
10,30,1
29.62,44.13,0
60,30,1
10,30,1
60,80,1
10,30,1
28.32,40.47,0
60,80,1
60,30,1
60,30,1
29.03,44.66,0
60,30,1
30.64,41.5,0
29.85,43.84,0
10,80,1
10,80,1
10,80,1
29.58,44.28,0
29.37,44.8,0
29.27,42.41,0
60,80,1
60,80,1
10,30,1
28.92,41.47,0
30.63,41.19,0
28.69,44.42,0
29.6,41.67,0
30.9,43.4,0
28.92,43.26,0
30.21,41.36,0
60,30,1
60,30,1
60,80,1
10,80,1
28.45,42.93,0
60,30,1
29.35,43.4,0
60,80,1
10,30,1
10,80,1
60,80,1
28.75,43.26,0
60,80,1
10,80,1
60,30,1
30.49,41.0,0
29.82,42.27,0
10,80,1
28.74,40.27,0
29.13,42.38,0
60,30,1
30.24,44.91,0
28.05,41.53,0
10,80,1
60,80,1
60,80,1
60,30,1
29.47,41.75,0
60,80,1
29.63,42.98,0
29.26,40.61,0
30.17,41.93,0
29.41,41.3,0
30.19,40.99,0
10,80,1
10,80,1
60,80,1
10,80,1
10,80,1
10,80,1
30.17,42.99,0
10,30,1
60,30,1
28.89,41.52,0
10,30,1
10,30,1
10,30,1
10,80,1
10,80,1
30.22,43.41,0
30.62,44.45,0
28.6,40.91,0
30.74,44.53,0
60,30,1
29.91,42.49,0
29.03,41.65,0
28.5,40.13,0
10,30,1
28.11,41.57,0
28.63,40.9,0
60,30,1
